image_path,is_cattle,disease_status,farm_id,source,notes,symptoms_visible,is_early_stage
d:\AniLinkData2\cattle_healthy\Ayrshirecattle121_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle122.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle122_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle123.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle123_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle124.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle124_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle125.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle125_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle126.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle126_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle127.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle127_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle128.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle128_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle12_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle130.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle130_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle132.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle132_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle133.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle133_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle134.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle134_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle135.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle135_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle136.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle136_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle137.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle137_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle138.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle138_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle139.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle139_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle14.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle141.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle141_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle142.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle142_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle144.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle144_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle145.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle145_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle146.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle146_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle147.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle147_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle148.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle148_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle149.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle149_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle14_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle15.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle15_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle16.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle16_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle17.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle17_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle18.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle18_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle19.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle19_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle1_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle2.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle20.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle20_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle22.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle22_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle24.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle24_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle25.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle25_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle26.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle26_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle27.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle27_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle28.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle28_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle29.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle29_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle2_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle3.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle30.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle30_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle31.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle31_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle32.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle32_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle33.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle33_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle34.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle34_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle35.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle35_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle36.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle36_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle38.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle38_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle39.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle39_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle3_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle4.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle41.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle41_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle42.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle42_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle43.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle43_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle44.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle44_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle45.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle45_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle46.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle46_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle47.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle47_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle49.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle49_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle4_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle5.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle50.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle50_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle51.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle51_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle52.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle52_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle53.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle53_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle54.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle54_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle55.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle55_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle56.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle56_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle57.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle57_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle58.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle58_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle5_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle6.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle60.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle60_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle62.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle62_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle63.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle63_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle64.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle64_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle65.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle65_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle66.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle66_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle67.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle67_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle68.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle68_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle69.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle69_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle6_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle7.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle70.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle70_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle71.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle71_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle72.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle72_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle74.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle74_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle75.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle75_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle76.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle76_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle77.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle77_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle78.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle78_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle79.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle79_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle7_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle8.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle81.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle81_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle82.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle82_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle84.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle84_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle85.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle85_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle86.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle86_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle87.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle87_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle88.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle88_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle89.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle89_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle8_c.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle9.jpg,1,0,unknown_farm,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle90.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle90_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle92.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle92_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle94.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle94_c.jpg,1,0,farm_hirecattle,healthy,,False,False
d:\AniLinkData2\cattle_healthy\Ayrshirecattle95.jpg,1,0,farm_hirecattle,healthy,,False,False
